system,dt_ps,n_replicas,frames_min,frames_max,binding_frac_mean,binding_frac_ci_lo,binding_frac_ci_hi,tau_ps_mean,tau_ps_ci_lo,tau_ps_ci_hi,analytes_used,analytes_total
SYS_182,9.995233723562372,2,1000,1000,0.9788549558952166,0.22865543734595462,1.0,6507.8385144094655,3313.4727290066,9252.62151551212,10,10
SYS_183,10.029281177336683,3,1000,1000,0.8198730779591229,0.7768272196604865,0.9283308531090582,8548.007092933007,507.241297315868,9953.295411810155,10,10
SYS_184,10.018771724718281,3,1000,1000,0.3696183559457285,0.0,0.9283984978050634,1190.508615168136,0.0,5605.589765882202,10,10
SYS_185,10.04551615394117,3,1000,1000,0.4577887514483555,0.12060136933750076,0.5812673716985184,6571.331777004974,0.0,9203.318211141073,10,10
SYS_186,10.018269367278466,3,1000,1000,0.7146232188737145,0.666492791619254,0.8885916612808951,1773.3898749832922,0.0,2909.1938503996907,10,10
SYS_187,9.96069899360867,3,1000,1000,0.7604905150206551,0.4081926497450457,0.9284899905102189,4655.8149247932715,0.0,9839.498620222059,10,10
SYS_188,9.998326170677545,3,1000,1000,0.9019261619671374,0.5869660546762978,1.0,7807.518927922251,3093.3961518581827,12028.400970012211,10,10
SYS_189,9.97069982018513,3,1000,1000,0.2584527269958875,0.0,0.8868793385647284,4516.442722517623,3253.614461112712,8548.366770731966,10,10
SYS_190,9.987043003940844,2,1000,1000,0.8930850734138966,0.8092809002072682,1.0,6779.7897200746365,658.1116025173433,7698.452720962204,10,10
SYS_191,10.037780710831917,3,1000,1000,0.6987166082903257,0.5592924532486331,0.9629512471961102,3634.038148686686,0.0,5439.641305947485,10,10
SYS_192,10.015938345272442,3,1000,1000,0.949105346986547,0.7504500571192818,0.9707597742561515,5336.945094938178,2775.013434263972,7872.580550292542,10,10
SYS_193,9.98252673928553,3,1000,1000,0.5518629638389628,0.35571332261006794,0.7403042628822875,8055.957443075319,3245.0000786769397,9596.542153612814,10,10
SYS_194,9.97465706583899,3,1000,1000,0.8476948476236956,0.0017382140132020663,0.9532760134520115,8187.762232701399,6365.446462201004,10039.295329974842,10,10
SYS_195,10.000819552321907,2,1000,1000,0.8438500001849856,0.3263360048080759,1.0,5397.402416456151,3598.72084869436,8464.37239442122,10,10
SYS_196,9.969585996265472,3,1000,1000,0.9103596032715893,0.7651413689821833,0.9178511648300025,6092.710955358997,4998.429834952417,8851.944617587511,10,10
SYS_197,9.983221493065086,3,1000,1000,0.8096351092294384,0.021586897208523248,0.892408145677352,4115.452672418041,3982.9568748826123,8624.906350812837,10,10
SYS_198,10.007800236788782,3,1000,1000,0.8838341451709232,0.8122305812355387,0.9575517771721194,5980.428723309138,5200.043542021273,6870.949743707941,10,10
SYS_199,10.028882800902668,3,1000,1000,0.6930634475813601,0.6886723896470456,0.9074670575757193,2072.7419955242526,0.0,5091.629971205552,10,10
SYS_200,10.015219036805611,3,1000,1000,0.8690890389608934,0.6296544333906391,0.8905100392053844,5398.922793492572,5082.615910661457,6915.029965239048,10,10
SYS_201,9.942717762285048,3,1000,1000,0.5677902760232832,0.514080561506772,0.8502501753240469,4519.478295999342,4092.4630153251856,6002.739895567843,10,10
SYS_202,10.007609168225757,3,1000,1000,0.8866717240368721,0.7930325587889068,0.9105810047188116,7728.624487932372,6487.895559596908,8564.249503657164,10,10
